quantity,Typical,Typical Car,Sedan,Car SUV,Typical Truck,Truck SUV,Minivan/Van,Pickup,affordable sedan
total mileage [mi],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total purchase costs [$],13268.0,14252.0,33546.0,8064.0,6386.0,-1920.0,9894.0,7793.0,7300.0
total incentives costs [$],-4153.0,-4153.0,-4153.0,-4153.0,-4153.0,-4153.0,-4153.0,-4153.0,-4153.0
total operations costs [$],-18156.0,-14606.0,-14935.0,-14616.0,-19869.0,-19010.0,-14876.0,-23844.0,-14065.0
total insurance costs [$],1104.0,1104.0,1104.0,1104.0,1104.0,1104.0,1104.0,1104.0,1104.0
total maintenance costs [$],-6602.0,-6602.0,-6602.0,-6602.0,-6602.0,-6602.0,-6602.0,-6602.0,-6602.0
total costs [$],-14539.0,-10003.0,8960.0,-16203.0,-23134.0,-30581.0,-14632.0,-25702.0,-16416.0
total future costs [$],-27807.0,-24256.0,-24586.0,-24266.0,-29520.0,-28661.0,-24526.0,-33495.0,-23716.0
total present value purchase costs [$],13268.0,14252.0,33546.0,8064.0,6386.0,-1920.0,9894.0,7793.0,7300.0
total present value incentives costs [$],-4052.0,-4052.0,-4052.0,-4052.0,-4052.0,-4052.0,-4052.0,-4052.0,-4052.0
total present value operations costs [$],-15616.0,-12562.0,-12845.0,-12570.0,-17089.0,-16349.0,-12794.0,-20507.0,-12097.0
total present value insurance costs [$],950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0
total present value maintenance costs [$],-5678.0,-5678.0,-5678.0,-5678.0,-5678.0,-5678.0,-5678.0,-5678.0,-5678.0
total present value costs [$],-11127.0,-7089.0,11921.0,-13287.0,-19483.0,-27050.0,-11680.0,-21494.0,-13577.0
total present value future costs [$],-24395.0,-21341.0,-21625.0,-21350.0,-25869.0,-25130.0,-21574.0,-29287.0,-20877.0
total emissions [tCO$_2$-eq.],-27.1,-20.200000000000003,-21.599999999999998,-19.0,-29.9,-28.700000000000003,-17.5,-38.199999999999996,-20.0
