quantity,Typical,Typical Car,Sedan,Car SUV,Typical Truck,Truck SUV,Minivan/Van,Pickup,affordable sedan
total mileage [mi],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total purchase costs [$],13268.0,14252.0,33546.0,8064.0,6386.0,-1920.0,9894.0,7793.0,7300.0
total incentives costs [$],-7500.0,-7500.0,-7500.0,-7500.0,-7500.0,-7500.0,-7500.0,-7500.0,-7500.0
total operations costs [$],-8219.0,-6598.0,-6847.0,-6523.0,-8894.0,-8573.0,-6201.0,-10818.0,-6392.0
total insurance costs [$],855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0
total maintenance costs [$],-4450.0,-4450.0,-4450.0,-4450.0,-4450.0,-4450.0,-4450.0,-4450.0,-4450.0
total costs [$],-6046.0,-3441.0,15603.0,-9555.0,-13603.0,-21588.0,-7404.0,-14122.0,-10187.0
total future costs [$],-19314.0,-17694.0,-17942.0,-17618.0,-19989.0,-19668.0,-17298.0,-21915.0,-17487.0
total present value purchase costs [$],13268.0,14252.0,33546.0,8064.0,6386.0,-1920.0,9894.0,7793.0,7300.0
total present value incentives costs [$],-7143.0,-7143.0,-7143.0,-7143.0,-7143.0,-7143.0,-7143.0,-7143.0,-7143.0
total present value operations costs [$],-6507.0,-5224.0,-5421.0,-5164.0,-7041.0,-6787.0,-4910.0,-8566.0,-5060.0
total present value insurance costs [$],676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0
total present value maintenance costs [$],-3523.0,-3523.0,-3523.0,-3523.0,-3523.0,-3523.0,-3523.0,-3523.0,-3523.0
total present value costs [$],-3228.0,-961.0,18135.0,-7091.0,-10645.0,-18697.0,-5005.0,-10762.0,-7749.0
total present value future costs [$],-16496.0,-15213.0,-15410.0,-15154.0,-17031.0,-16777.0,-14899.0,-18555.0,-15049.0
total emissions [tCO$_2$-eq.],-16.880000000000003,-12.150000000000002,-13.149999999999999,-11.439999999999998,-18.730000000000004,-17.930000000000003,-10.449999999999996,-24.339999999999996,-12.059999999999999
