quantity,Typical,Typical Car,Sedan,Car SUV,Typical Truck,Truck SUV,Minivan/Van,Pickup,affordable sedan
total mileage [mi],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total purchase costs [$],13268.0,14252.0,33546.0,8064.0,6386.0,-1920.0,9894.0,7793.0,7300.0
total incentives costs [$],-7500.0,-7500.0,-7500.0,-7500.0,-7500.0,-7500.0,-7500.0,-7500.0,-7500.0
total operations costs [$],-10904.0,-8776.0,-8947.0,-8802.0,-11959.0,-11425.0,-9071.0,-14314.0,-8441.0
total insurance costs [$],855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0
total maintenance costs [$],-4450.0,-4450.0,-4450.0,-4450.0,-4450.0,-4450.0,-4450.0,-4450.0,-4450.0
total costs [$],-8732.0,-5619.0,13503.0,-11834.0,-16669.0,-24440.0,-10273.0,-17616.0,-12237.0
total future costs [$],-22000.0,-19871.0,-20043.0,-19897.0,-23054.0,-22520.0,-20167.0,-25409.0,-19537.0
total present value purchase costs [$],13268.0,14252.0,33546.0,8064.0,6386.0,-1920.0,9894.0,7793.0,7300.0
total present value incentives costs [$],-7143.0,-7143.0,-7143.0,-7143.0,-7143.0,-7143.0,-7143.0,-7143.0,-7143.0
total present value operations costs [$],-8633.0,-6948.0,-7084.0,-6969.0,-9468.0,-9046.0,-7182.0,-11332.0,-6683.0
total present value insurance costs [$],676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0
total present value maintenance costs [$],-3523.0,-3523.0,-3523.0,-3523.0,-3523.0,-3523.0,-3523.0,-3523.0,-3523.0
total present value costs [$],-5354.0,-2685.0,16472.0,-8895.0,-13071.0,-20955.0,-7277.0,-13529.0,-9372.0
total present value future costs [$],-18622.0,-16937.0,-17073.0,-16958.0,-19457.0,-19035.0,-17171.0,-21322.0,-16672.0
total emissions [tCO$_2$-eq.],-30.05,-22.900000000000006,-22.979999999999997,-23.119999999999997,-34.31,-32.1,-27.439999999999998,-41.33,-21.98
