quantity,Typical,Typical Car,Sedan,Car SUV,Typical Truck,Truck SUV,Minivan/Van,Pickup,affordable sedan
total mileage [mi],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total purchase costs [$],13268.0,14252.0,33546.0,8064.0,6386.0,-1920.0,9894.0,7793.0,7300.0
total incentives costs [$],-7500.0,-7500.0,-7500.0,-7500.0,-7500.0,-7500.0,-7500.0,-7500.0,-7500.0
total operations costs [$],-12239.0,-9845.0,-10067.0,-9852.0,-13394.0,-12814.0,-10027.0,-16073.0,-9482.0
total insurance costs [$],855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0
total maintenance costs [$],-4450.0,-4450.0,-4450.0,-4450.0,-4450.0,-4450.0,-4450.0,-4450.0,-4450.0
total costs [$],-10066.0,-6689.0,12382.0,-12885.0,-18104.0,-25830.0,-11229.0,-19375.0,-13277.0
total future costs [$],-23334.0,-20942.0,-21164.0,-20948.0,-24490.0,-23910.0,-21123.0,-27168.0,-20577.0
total present value purchase costs [$],13268.0,14252.0,33546.0,8064.0,6386.0,-1920.0,9894.0,7793.0,7300.0
total present value incentives costs [$],-7143.0,-7143.0,-7143.0,-7143.0,-7143.0,-7143.0,-7143.0,-7143.0,-7143.0
total present value operations costs [$],-9690.0,-7795.0,-7971.0,-7800.0,-10604.0,-10145.0,-7939.0,-12726.0,-7507.0
total present value insurance costs [$],676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0
total present value maintenance costs [$],-3523.0,-3523.0,-3523.0,-3523.0,-3523.0,-3523.0,-3523.0,-3523.0,-3523.0
total present value costs [$],-6412.0,-3532.0,15585.0,-9726.0,-14208.0,-22054.0,-8035.0,-14922.0,-10196.0
total present value future costs [$],-19680.0,-17784.0,-17960.0,-17790.0,-20593.0,-20134.0,-17929.0,-22715.0,-17496.0
total emissions [tCO$_2$-eq.],-16.880000000000003,-12.150000000000002,-13.149999999999999,-11.439999999999998,-18.730000000000004,-17.930000000000003,-10.449999999999996,-24.339999999999996,-12.059999999999999
